,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At this moment you have selected:,,,1310,values (out of 1310 in total).,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,USED?,ECOSYSTEM,,SERVICE,,CASE STUDY LOCATION,,,,,,,,,,VALUE INFORMATION,,,,,,,ADDITIONAL INFORMATION,,REFERENCE,,,
44,TRUE,Coastal wetlands,Tidal Marsh,Waste,Water purification,Sri Lanka,Lower Middle Income,High density,Protected,Local,"Muthurajawela Wetland, Sri Lanka",Southern Asia,Asia,"  7°11'9.79""N"," 79°49'16.24""E",2002,FALSE,Replacement Cost,Annual,54312.25554,LKR/ha/yr,Sri Lanka Rupee,,3068,"Emerton, L. and L.D.C.B. Kekulandala",2003,"Assessment of the economic value of Muthurajawela Wetland. Working Paper. IUCN, Sir Lanka, 28pp.","Emerton, L. and L.D.C.B. Kekulandala (2003) Assessment of the economic value of Muthurajawela Wetland. Working Paper. IUCN, Sir Lanka, 28pp."
45,TRUE,Coastal wetlands,Tidal Marsh,Food,Plants / vegetable food,Sri Lanka,Lower Middle Income,High density,Protected,Local,"Muthurajawela Wetland, Sri Lanka",Southern Asia,Asia,"  7°11'9.79""N"," 79°49'16.24""E",2002,FALSE,Direct market pricing,Annual,9872.881356,LKR/ha/yr,Sri Lanka Rupee,,3068,"Emerton, L. and L.D.C.B. Kekulandala",2003,"Assessment of the economic value of Muthurajawela Wetland. Working Paper. IUCN, Sir Lanka, 28pp.","Emerton, L. and L.D.C.B. Kekulandala (2003) Assessment of the economic value of Muthurajawela Wetland. Working Paper. IUCN, Sir Lanka, 28pp."
46,TRUE,Coastal wetlands,Tidal Marsh,Food,Fish,Sri Lanka,Lower Middle Income,High density,Protected,Local,"Muthurajawela Wetland, Sri Lanka",Southern Asia,Asia,"  7°11'9.79""N"," 79°49'16.24""E",2002,FALSE,Benefit Transfer,Annual,2040.41721,LKR/ha/yr,Sri Lanka Rupee,Based on the study conducted by (CEA 1994),3068,"Emerton, L. and L.D.C.B. Kekulandala",2003,"Assessment of the economic value of Muthurajawela Wetland. Working Paper. IUCN, Sir Lanka, 28pp.","Emerton, L. and L.D.C.B. Kekulandala (2003) Assessment of the economic value of Muthurajawela Wetland. Working Paper. IUCN, Sir Lanka, 28pp."
47,TRUE,Coastal wetlands,Tidal Marsh,Raw materials,Fuel wood and charcoal,Sri Lanka,Lower Middle Income,High density,Protected,Local,"Muthurajawela Wetland, Sri Lanka",Southern Asia,Asia,"  7°11'9.79""N"," 79°49'16.24""E",2002,FALSE,Direct market pricing,Annual,2594.52412,LKR/ha/yr,Sri Lanka Rupee,,3068,"Emerton, L. and L.D.C.B. Kekulandala",2003,"Assessment of the economic value of Muthurajawela Wetland. Working Paper. IUCN, Sir Lanka, 28pp.","Emerton, L. and L.D.C.B. Kekulandala (2003) Assessment of the economic value of Muthurajawela Wetland. Working Paper. IUCN, Sir Lanka, 28pp."
48,TRUE,Coastal wetlands,Tidal Marsh,Recreation,Recreation,Sri Lanka,Lower Middle Income,High density,Protected,Local,"Muthurajawela Wetland, Sri Lanka",Southern Asia,Asia,"  7°11'9.79""N"," 79°49'16.24""E",2002,FALSE,Travel Cost,Annual,1720.990874,LKR/ha/yr,Sri Lanka Rupee,,3068,"Emerton, L. and L.D.C.B. Kekulandala",2003,"Assessment of the economic value of Muthurajawela Wetland. Working Paper. IUCN, Sir Lanka, 28pp.","Emerton, L. and L.D.C.B. Kekulandala (2003) Assessment of the economic value of Muthurajawela Wetland. Working Paper. IUCN, Sir Lanka, 28pp."
49,TRUE,Coastal wetlands,Tidal Marsh,Water,Drinking water,Sri Lanka,Lower Middle Income,High density,Protected,Local,"Muthurajawela Wetland, Sri Lanka",Southern Asia,Asia,"  7°11'9.79""N"," 79°49'16.24""E",2002,FALSE,Avoided Cost,Annual,1232.073012,LKR/ha/yr,Sri Lanka Rupee,,3068,"Emerton, L. and L.D.C.B. Kekulandala",2003,"Assessment of the economic value of Muthurajawela Wetland. Working Paper. IUCN, Sir Lanka, 28pp.","Emerton, L. and L.D.C.B. Kekulandala (2003) Assessment of the economic value of Muthurajawela Wetland. Working Paper. IUCN, Sir Lanka, 28pp."
50,TRUE,Coastal wetlands,Tidal Marsh,Climate,C-sequestration,Sri Lanka,Lower Middle Income,High density,Protected,Local,"Muthurajawela Wetland, Sri Lanka",Southern Asia,Asia,"  7°11'9.79""N"," 79°49'16.24""E",2002,FALSE,Benefit Transfer,Annual,254.2372881,LKR/ha/yr,Sri Lanka Rupee,Based on the study conducted by Fankhauser and Pearce (1994) and Shogren and Toman (2000).,3068,"Emerton, L. and L.D.C.B. Kekulandala",2003,"Assessment of the economic value of Muthurajawela Wetland. Working Paper. IUCN, Sir Lanka, 28pp.","Emerton, L. and L.D.C.B. Kekulandala (2003) Assessment of the economic value of Muthurajawela Wetland. Working Paper. IUCN, Sir Lanka, 28pp."
51,TRUE,Inland Wetlands,Floodplains,Water flows,Natural irrigation,Nigeria,Lower Middle Income,High density,Partially protected,Local,"Hadejia-Nguru wetlands, Nigeria",Western Africa,Africa," 12°52'18.44""N"," 10°26'28.44""E",2000,FALSE,Factor Income / Production Function,Annual,413,USD/ha/yr,US Dollar,The value of ground water aquifer for agricultural irrigation during dry season; the opportunity costs associated with diverting this water away from the wetlands has not been fully realised and incorporated into the development plans for this region.,6600,"Acharaya, G. and E.B. Barbier",2000,Valuing groundwater recharge through agricultural production in the Hadejia-Nguru wetlands in northen Nigeria. Agricultural Economics 22(3): 247-259.,"Acharaya, G. and E.B. Barbier (2000) Valuing groundwater recharge through agricultural production in the Hadejia-Nguru wetlands in northen Nigeria. Agricultural Economics 22(3): 247-259."
52,TRUE,Inland Wetlands,Swamps / marshes,Food,Plants / vegetable food,South Africa,Upper Middle Income,Low density,Partially protected,Local,"Ga-Mampa wetland, South Africa",Southern Africa,Africa," 24°42'55.42""S"," 29°32'25.14""E",2006,FALSE,Direct market pricing,Annual,263,USD/ha/yr,South African Rand,Net financial value; cost of collection is due only to the farm seed bucket whose cost is regarded as negligible,100,"Adekola, O., S. Moradet, R. de Groot and F. Grelot",2008,"The economic and livelihood value of provisioning services of Ga-Mampa wetland, South Africa. In: 13th IWRA World Water congress, 1 - 4 September, 2008, Montpellier, France.","Adekola, O., S. Moradet, R. de Groot and F. Grelot (2008) The economic and livelihood value of provisioning services of Ga-Mampa wetland, South Africa. In: 13th IWRA World Water congress, 1 - 4 September, 2008, Montpellier, France."
53,TRUE,Inland Wetlands,Swamps / marshes,Raw materials,Other Raw,South Africa,Upper Middle Income,Low density,Partially protected,Local,"Ga-Mampa wetland, South Africa",Southern Africa,Africa," 24°42'55.42""S"," 29°32'25.14""E",2006,FALSE,Direct market pricing,Annual,65,USD/ha/yr,South African Rand,Net financial value,100,"Adekola, O., S. Moradet, R. de Groot and F. Grelot",2008,"The economic and livelihood value of provisioning services of Ga-Mampa wetland, South Africa. In: 13th IWRA World Water congress, 1 - 4 September, 2008, Montpellier, France.","Adekola, O., S. Moradet, R. de Groot and F. Grelot (2008) The economic and livelihood value of provisioning services of Ga-Mampa wetland, South Africa. In: 13th IWRA World Water congress, 1 - 4 September, 2008, Montpellier, France."
54,TRUE,Inland Wetlands,Swamps / marshes,Ornamental,Decorations / Handicrafts,South Africa,Upper Middle Income,Low density,Partially protected,Local,"Ga-Mampa wetland, South Africa",Southern Africa,Africa," 24°42'55.42""S"," 29°32'25.14""E",2006,FALSE,Direct market pricing,Annual,66,USD/ha/yr,South African Rand,Net financial value,100,"Adekola, O., S. Moradet, R. de Groot and F. Grelot",2008,"The economic and livelihood value of provisioning services of Ga-Mampa wetland, South Africa. In: 13th IWRA World Water congress, 1 - 4 September, 2008, Montpellier, France.","Adekola, O., S. Moradet, R. de Groot and F. Grelot (2008) The economic and livelihood value of provisioning services of Ga-Mampa wetland, South Africa. In: 13th IWRA World Water congress, 1 - 4 September, 2008, Montpellier, France."
55,TRUE,Inland Wetlands,Swamps / marshes,Raw materials,Fuel wood and charcoal,South Africa,Upper Middle Income,Low density,Partially protected,Local,"Ga-Mampa wetland, South Africa",Southern Africa,Africa," 24°42'55.42""S"," 29°32'25.14""E",2006,FALSE,Direct market pricing,Annual,33,USD/ha/yr,South African Rand,Net financial value,100,"Adekola, O., S. Moradet, R. de Groot and F. Grelot",2008,"The economic and livelihood value of provisioning services of Ga-Mampa wetland, South Africa. In: 13th IWRA World Water congress, 1 - 4 September, 2008, Montpellier, France.","Adekola, O., S. Moradet, R. de Groot and F. Grelot (2008) The economic and livelihood value of provisioning services of Ga-Mampa wetland, South Africa. In: 13th IWRA World Water congress, 1 - 4 September, 2008, Montpellier, France."
56,TRUE,Inland Wetlands,Swamps / marshes,Food,Meat,South Africa,Upper Middle Income,Low density,Partially protected,Local,"Ga-Mampa wetland, South Africa",Southern Africa,Africa," 24°42'55.42""S"," 29°32'25.14""E",2006,FALSE,Direct market pricing,Annual,2,USD/ha/yr,South African Rand,Net financial value,100,"Adekola, O., S. Moradet, R. de Groot and F. Grelot",2008,"The economic and livelihood value of provisioning services of Ga-Mampa wetland, South Africa. In: 13th IWRA World Water congress, 1 - 4 September, 2008, Montpellier, France.","Adekola, O., S. Moradet, R. de Groot and F. Grelot (2008) The economic and livelihood value of provisioning services of Ga-Mampa wetland, South Africa. In: 13th IWRA World Water congress, 1 - 4 September, 2008, Montpellier, France."
57,TRUE,Inland Wetlands,Swamps / marshes,Food,Fish,South Africa,Upper Middle Income,Low density,Partially protected,Local,"Ga-Mampa wetland, South Africa",Southern Africa,Africa," 24°42'55.42""S"," 29°32'25.14""E",2006,FALSE,Direct market pricing,Annual,2,USD/ha/yr,South African Rand,Net financial value,100,"Adekola, O., S. Moradet, R. de Groot and F. Grelot",2008,"The economic and livelihood value of provisioning services of Ga-Mampa wetland, South Africa. In: 13th IWRA World Water congress, 1 - 4 September, 2008, Montpellier, France.","Adekola, O., S. Moradet, R. de Groot and F. Grelot (2008) The economic and livelihood value of provisioning services of Ga-Mampa wetland, South Africa. In: 13th IWRA World Water congress, 1 - 4 September, 2008, Montpellier, France."
58,FALSE,Coastal wetlands,Mangroves,Extreme events,Storm protection,India,Lower Middle Income,High density,Protected,Local,"Bhitarkanika Conservation Area, India",Southern Asia,Asia," 20°40'40.11""N"," 86°54'13.17""E",2004,FALSE,Avoided Cost,Annual,9468.900906,INR/ha/yr,Indian Rupee, The avoidance damage cost of the mangroves was obtained by subtracting the total monetary loss due to cyclone  in village with out mangrove shade to the total monetary loss in village with in shade of mangrove.,325.7,"Badola, R.and S.A. Hussain",2005,"Valuing ecosystem functions: an empirical study on the storm protection function of Bhitarkanika mangrove ecosystem, India. Environmental conservation 32(1): 85-92.","Badola, R.and S.A. Hussain (2005) Valuing ecosystem functions: an empirical study on the storm protection function of Bhitarkanika mangrove ecosystem, India. Environmental conservation 32(1): 85-92."
59,TRUE,Coastal wetlands,Mangroves,Nursery,Nursery service,Mexico,Upper Middle Income,Low density,Partially protected,Local,"Laguna de Términos, Cm, Mexico",Central America,Latin America and the Caribbean," 18°36'19.20""N"," 91°31'0.24""W",1982,FALSE,Avoided Cost,Annual (Range),1198.225,USD/ha/yr,US Dollar,Based on the effects of mangrove loss on the production and value of shrimp  accross the period of 1980-1990,83500,"Barbier, E.B.and I. Strand",1998,"Valuing mangrove fishery linkages : a case study of Campeche, Mexico. Environmental and Resource Economics 12(2): 151-166.","Barbier, E.B.and I. Strand (1998) Valuing mangrove fishery linkages : a case study of Campeche, Mexico. Environmental and Resource Economics 12(2): 151-166."
60,FALSE,Tropical Forest,Tropical rain forests,Various,Various,India,Lower Middle Income,High density,Protected,Local,"Borivli National Park, India",Southern Asia,Asia," 19°13'54.02""N"," 72°51'46.81""E",1995,FALSE,Contingent Valuation,Annual,24077.6699,INR/ha/yr,Indian Rupee,"Based on 361sample respondents and extrapolate to  Bombay, using a population size of 10 million with a family size of about 4.5",10300,"Hadker, N., S. Sharma,  A. David and T.R. Muraleedharan",1997,Willingness-to-pay for Borivli National Park: evidence from a contingent valuation. Ecological Economics 21(2):105-122.,"Hadker, N., S. Sharma,  A. David and T.R. Muraleedharan (1997) Willingness-to-pay for Borivli National Park: evidence from a contingent valuation. Ecological Economics 21(2):105-122."
61,FALSE,Cultivated,Other,Waste,Water purification,France,High Income: (OECD),Low density,Not protected,Local,"Vittel springs, Vittel, Vosges, France",Western Europe,Europe," 48°12'4.42""N","  5°57'2.09""E",1999,FALSE,PES,Annual,230,USD/ha/yr,US Dollar,Componsetion payment for upstream dairy farmers and forest landholders  for shifting their diary farming  to less intensive diary farming technology from Vittle ( A bottler of natural mineral water),10000,"Perrot-Maître, D. and P. Davis",2001,"Case studies of markets and innovative financial mechanisms for water services from forests. Forest Trends, working paper.","Perrot-Maître, D. and P. Davis (2001) Case studies of markets and innovative financial mechanisms for water services from forests. Forest Trends, working paper."
62,TRUE,Forests [Temperate and Boreal],Temperate forest general,Waste,Water purification,Australia,High Income: (OECD),Low density,Partially protected,Local,"Upper Macquarie catchment area, Australia",Australia and New Zealand,Oceania," 30°27'29.15""S","147°34'40.98""E",1999,FALSE,PES,Annual,85,AUD/ha/yr,Australian Dollar,Payment by farmers association  to the state forests as salinity credit,100,"Perrot-Maître, D. and P. Davis",2001,"Case studies of markets and innovative financial mechanisms for water services from forests. Forest Trends, working paper.","Perrot-Maître, D. and P. Davis (2001) Case studies of markets and innovative financial mechanisms for water services from forests. Forest Trends, working paper."
63,FALSE,Inland Wetlands,Floodplains,Various,Various,Zambia,Low Income,Low density,Partially protected,Province / Region,"Barotse Floodplain, north-western Zambia",Eastern Africa,Africa," 15° 1'60.00""S"," 22°52'60.00""E",1999,FALSE,Direct market pricing,Annual,15.72181818,USD/ha/yr,US Dollar,The case study is adapted from Trupi et al 1999; Only consider the total local use value,550000,"Emerton, L (ed)",2005,"Values and rewards: counting and capturing ecosystem water services for sustainable development. IUCN Water, Nature and Economics Technical Paper No. 1, IUCN — The World Conservation Union, Ecosystems and Livelihoods Group Asia.","Emerton, L (ed) (2005) Values and rewards: counting and capturing ecosystem water services for sustainable development. IUCN Water, Nature and Economics Technical Paper No. 1, IUCN — The World Conservation Union, Ecosystems and Livelihoods Group Asia."
64,FALSE,Multiple Ecosystems,Multiple ecosystems,Food,Fish,Cambodia,Low Income,Low density,Protected,Local,"Ream National Park, Cambodia",South-Eastern Asia,Asia," 10°32'25.84""N","103°42'28.40""E",2002,FALSE,Direct market pricing,Annual,257.7625,USD/ha/yr,US Dollar,Original data source -Emerton et al 2002; The value is  Net value;  the service area  is found from the original literature ( Emerton et al 2002) and only consider areas where 3/4 of fisheries takes place,2000,"Emerton, L (ed)",2005,"Values and rewards: counting and capturing ecosystem water services for sustainable development. IUCN Water, Nature and Economics Technical Paper No. 1, IUCN — The World Conservation Union, Ecosystems and Livelihoods Group Asia.","Emerton, L (ed) (2005) Values and rewards: counting and capturing ecosystem water services for sustainable development. IUCN Water, Nature and Economics Technical Paper No. 1, IUCN — The World Conservation Union, Ecosystems and Livelihoods Group Asia."
65,FALSE,Multiple Ecosystems,Multiple ecosystems,Raw materials,Fuel wood and charcoal,Cambodia,Low Income,Low density,Protected,Local,"Ream National Park, Cambodia",South-Eastern Asia,Asia," 10°32'25.84""N","103°42'28.40""E",2002,FALSE,Direct market pricing,Annual,5.336285714,USD/ha/yr,US Dollar,Net value; Original data source-Emerton et al 2002; Service area indicated is the total surface area of the park (not the particular forest area),21000,"Emerton, L (ed)",2005,"Values and rewards: counting and capturing ecosystem water services for sustainable development. IUCN Water, Nature and Economics Technical Paper No. 1, IUCN — The World Conservation Union, Ecosystems and Livelihoods Group Asia.","Emerton, L (ed) (2005) Values and rewards: counting and capturing ecosystem water services for sustainable development. IUCN Water, Nature and Economics Technical Paper No. 1, IUCN — The World Conservation Union, Ecosystems and Livelihoods Group Asia."
